Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
01.07.2023 00:10:00,984.99,15.21,289.61,15.19,99.9,17.31,17.29,0.02,10.99,17.56,1182.04,1.02,1.32,208.1,0,0,0,0,0,27.1,450.3
01.07.2023 00:20:00,985,15.03,289.43,15.03,100,17.11,17.11,0,10.88,17.37,1182.88,0.47,1.11,219.9,0,0,0,0,0,27.05,451
01.07.2023 00:30:00,984.98,14.86,289.26,14.64,98.6,16.92,16.69,0.24,10.61,16.94,1183.74,1.06,1.77,226.7,0,0,0,0,0,26.97,439.4
01.07.2023 00:40:00,984.91,14.91,289.32,14.47,97.2,16.98,16.5,0.48,10.49,16.76,1183.54,1.29,1.89,242.1,0,0,0,0,0,26.87,438.2
01.07.2023 00:50:00,984.92,14.77,289.17,14.46,98,16.83,16.49,0.34,10.48,16.74,1184.13,1.45,2.06,238.6,0,0,0,0,0,26.73,440
01.07.2023 01:00:00,984.93,14.52,288.92,14.41,99.3,16.56,16.44,0.12,10.45,16.69,1185.2,2.27,2.56,239.9,0,0,0,0,0,26.59,448.1
01.07.2023 01:10:00,984.94,14.21,288.61,14.21,100,16.23,16.23,0,10.31,16.48,1186.58,2.33,2.69,235.9,0,0,0,0,0,26.43,451.4
01.07.2023 01:20:00,984.94,14.08,288.48,14.06,99.9,16.09,16.08,0.02,10.22,16.32,1187.19,2.32,2.72,229.2,0,0,0,0,0,26.26,442.7
01.07.2023 01:30:00,984.83,14.19,288.6,14.02,98.9,16.21,16.03,0.18,10.19,16.28,1186.62,1.98,2.59,233,0,0,0,0,0,26.07,439.5
01.07.2023 01:40:00,984.73,14.13,288.55,13.94,98.8,16.14,15.95,0.19,10.14,16.2,1186.79,1.91,2.18,235.6,0,0,0,0,0,25.87,436.6
01.07.2023 01:50:00,984.69,14.06,288.48,13.75,98,16.07,15.75,0.32,10.01,15.99,1187.12,1.9,2.37,233.7,0,0,0,0,0,25.68,435.1
01.07.2023 02:00:00,984.63,13.69,288.11,13.58,99.3,15.69,15.58,0.11,9.9,15.82,1188.66,2.21,2.68,225.8,0,0,0,0,0,25.49,441.2
01.07.2023 02:10:00,984.56,13.6,288.03,13.41,98.8,15.6,15.41,0.19,9.79,15.65,1189.02,2.58,3.28,232.8,0,0,0,0,0,25.3,440.7
01.07.2023 02:20:00,984.55,13.72,288.15,13.36,97.7,15.72,15.36,0.36,9.76,15.6,1188.54,1.88,2.5,229.7,0,0,0,0,0,25.11,438
01.07.2023 02:30:00,984.5,13.61,288.04,13.27,97.8,15.61,15.26,0.34,9.7,15.5,1188.98,1.03,1.71,250.5,0,0,0,0,0,24.92,436.8
01.07.2023 02:40:00,984.51,13.24,287.67,13.13,99.3,15.24,15.13,0.11,9.61,15.37,1190.59,1.52,1.99,251.7,0,0,0,0,0,24.77,439.6
01.07.2023 02:50:00,984.52,12.89,287.32,12.89,100,14.89,14.89,0,9.46,15.12,1192.16,0.79,2.02,230.2,0,0,0,0,0,24.62,443.5
01.07.2023 03:00:00,984.42,12.86,287.3,12.86,100,14.86,14.86,0,9.44,15.1,1192.18,0.84,1.69,232.5,0,0,0,0,0,24.5,451.9
01.07.2023 03:10:00,984.33,12.83,287.27,12.83,100,14.83,14.83,0,9.43,15.07,1192.21,0.51,0.97,256.5,0,0,0,0,0,24.42,457.8
01.07.2023 03:20:00,984.23,12.81,287.26,12.81,100,14.81,14.81,0,9.41,15.05,1192.18,0.83,1.23,223,0,0,0,0,0,24.38,458
01.07.2023 03:30:00,984.16,12.69,287.15,12.69,100,14.7,14.7,0,9.34,14.93,1192.65,0.85,1.46,201.3,0,0,0,0,0,24.39,457.6
01.07.2023 03:40:00,984.12,12.5,286.96,12.5,100,14.51,14.51,0,9.22,14.75,1193.48,0.57,1.02,196,0,0,0,0,0,24.41,454.8
01.07.2023 03:50:00,984.08,12.28,286.74,12.28,100,14.31,14.31,0,9.09,14.54,1194.45,1.18,1.58,231.3,0,0,0,1.2,2.1,24.43,450.4
01.07.2023 04:00:00,984.05,11.89,286.35,11.89,100,13.94,13.94,0,8.86,14.17,1196.21,1.62,2.18,231.2,0,0,0,3.09,4.38,24.42,449.6
01.07.2023 04:10:00,984.02,11.8,286.27,11.8,100,13.86,13.86,0,8.81,14.08,1196.59,1.16,1.73,232.2,0,0,1.42,5.58,7.01,24.37,449.4
01.07.2023 04:20:00,983.99,11.74,286.21,11.74,100,13.8,13.8,0,8.77,14.03,1196.83,1.24,2.21,225,0,0,4.23,9.38,12.46,24.29,451.2
01.07.2023 04:30:00,983.96,11.73,286.2,11.73,100,13.8,13.8,0,8.77,14.02,1196.84,1.26,2.01,206.6,0,0,7.95,16.18,20.35,24.23,451.4
01.07.2023 04:40:00,984,11.68,286.15,11.68,100,13.75,13.75,0,8.74,13.97,1197.12,1.01,1.6,220.2,0,0,13.18,26.57,31.35,24.18,452.2
01.07.2023 04:50:00,984.01,11.62,286.09,11.62,100,13.7,13.7,0,8.7,13.92,1197.41,1.3,1.96,215.1,0,0,18.57,36.49,41.73,24.15,453.4
01.07.2023 05:00:00,984.02,11.6,286.06,11.6,100,13.68,13.68,0,8.69,13.9,1197.52,1.19,1.91,215.3,0,0,27.9,53.83,61.66,24.13,454
01.07.2023 05:10:00,984.03,11.52,285.98,11.52,100,13.61,13.61,0,8.64,13.83,1197.9,1.55,2.12,214.6,0,0,40.72,76.88,92.81,24.13,453.4
01.07.2023 05:20:00,984.05,11.44,285.9,11.44,100,13.53,13.53,0,8.6,13.75,1198.29,1.5,2.15,209.4,0,0,54.27,103.82,131.12,24.14,453.7
01.07.2023 05:30:00,984,11.5,285.97,11.5,100,13.59,13.59,0,8.63,13.81,1197.95,0.93,1.83,192.2,0,0,72.95,136.99,148.61,24.15,453.8
01.07.2023 05:40:00,983.91,11.61,286.08,11.61,100,13.69,13.69,0,8.7,13.91,1197.33,1.64,2.97,181,0,0,80.78,156.99,201.35,24.19,455.7
01.07.2023 05:50:00,983.87,11.71,286.19,11.71,100,13.78,13.78,0,8.76,14,1196.82,1.73,2.61,166.4,0,0,115.09,220.1,266.72,24.25,455.6
01.07.2023 06:00:00,983.81,11.83,286.31,11.83,100,13.89,13.89,0,8.83,14.12,1196.19,2.56,3.64,157,0,70,115.95,229.17,262.6,24.32,453.5
01.07.2023 06:10:00,983.75,11.98,286.47,11.98,100,14.03,14.03,0,8.92,14.26,1195.43,1.95,3.49,181.9,0,0,123.06,228.97,256.18,24.38,454.9
01.07.2023 06:20:00,983.72,12.35,286.84,12.35,100,14.37,14.37,0,9.14,14.61,1193.68,1.44,2.26,154.7,0,0,159.53,285.53,415.86,24.44,455.8
01.07.2023 06:30:00,983.7,12.83,287.33,12.83,100,14.83,14.83,0,9.43,15.08,1191.44,2.28,3.43,168,0,0,230.69,408.93,572.64,24.57,454.8
01.07.2023 06:40:00,983.69,13.37,287.87,13.37,100,15.37,15.37,0,9.77,15.62,1188.94,1.92,3.12,168.4,0,0,256.95,465.05,539.15,24.8,453.4
01.07.2023 06:50:00,983.63,14.15,288.66,13.82,97.9,16.17,15.83,0.34,10.07,16.09,1185.43,1.65,3.06,176.2,0,0,305.69,553.61,602,25.11,453.5
01.07.2023 07:00:00,983.53,14.78,289.3,13.66,93,16.84,15.66,1.18,9.96,15.92,1182.79,2.08,3.11,154.2,0,0,341.94,618.92,641.34,25.53,454
01.07.2023 07:10:00,983.47,15.19,289.72,13.83,91.6,17.29,15.84,1.45,10.08,16.1,1180.95,2.13,3.37,144.3,0,0,350.17,655.38,675.51,26.05,451.7
01.07.2023 07:20:00,983.34,15.55,290.09,14,90.5,17.69,16.01,1.68,10.19,16.28,1179.24,1.99,2.8,155.3,0,0,324.21,616.9,715.19,26.62,448.3
01.07.2023 07:30:00,983.25,16.14,290.69,14.17,88.1,18.37,16.19,2.19,10.3,16.46,1176.65,2.57,3.71,157.8,0,0,387.37,728.04,773.91,27.19,442.7
01.07.2023 07:40:00,983.14,16.81,291.37,14.31,85.2,19.17,16.34,2.84,10.4,16.62,1173.73,2.38,4.2,165.6,0,0,436.61,814.69,851.2,27.73,440.4
01.07.2023 07:50:00,983.07,17.04,291.61,14.15,83.1,19.46,16.17,3.29,10.29,16.45,1172.79,3.53,5.26,161.5,0,0,463.66,873.86,918.78,28.27,438.1
01.07.2023 08:00:00,983.06,17.17,291.74,14.13,82.3,19.62,16.14,3.47,10.28,16.42,1172.27,3.65,5.22,156.3,0,0,498.12,941.75,962.87,28.8,434.8
01.07.2023 08:10:00,982.95,17.51,292.09,14.31,81.5,20.04,16.34,3.71,10.4,16.62,1170.68,2.83,4.2,166.1,0,0,512.7,967.69,1014.96,29.28,432.9
01.07.2023 08:20:00,982.9,18.24,292.83,14.4,78.3,20.99,16.43,4.55,10.46,16.72,1167.64,2.71,4.27,169,0,0,553.61,1039.2,1058.6,29.71,427.8
01.07.2023 08:30:00,982.78,18.94,293.54,13.93,72.66,21.93,15.93,5.99,10.15,16.21,1164.93,3.15,5.78,180.4,0,0,575.45,1084.83,1115.33,30.18,421.7
01.07.2023 08:40:00,982.61,19.34,293.96,13.66,69.66,22.48,15.66,6.82,9.97,15.94,1163.25,3.13,5.59,194.1,0,0,608.2,1147.56,1175.47,30.68,418.5
01.07.2023 08:50:00,982.42,19.64,294.28,13.52,67.77,22.9,15.52,7.38,9.89,15.8,1161.9,3.84,6.26,192.8,0,0,640.74,1210.75,1266.36,31.2,416.7
01.07.2023 09:00:00,982.27,20.08,294.73,12.96,63.55,23.54,14.96,8.58,9.53,15.23,1160.23,4.3,6.29,196.4,0,0,657.42,1243.38,1279.16,31.71,414.2
01.07.2023 09:10:00,982.19,20.31,294.97,12.07,59.1,23.87,14.11,9.76,8.98,14.36,1159.61,4.86,8.73,202.2,0,0,721.65,1363.57,1451.08,32.21,412
01.07.2023 09:20:00,982.04,20.52,295.2,11.39,55.78,24.18,13.49,10.69,8.59,13.74,1158.88,6,8.94,206.3,0,0,747.96,1408.02,1462.79,32.64,411.5
01.07.2023 09:30:00,981.97,20.65,295.33,11.58,56.02,24.38,13.66,10.72,8.7,13.91,1158.21,4.9,7.6,210.7,0,0,685.29,1300.84,1485.43,32.97,411.3
01.07.2023 09:40:00,981.83,20.94,295.64,10.96,52.82,24.82,13.11,11.71,8.35,13.35,1157.14,5.5,8.57,201.2,0,0,635.32,1212.7,1457.12,33.25,411.1
01.07.2023 09:50:00,981.8,21.05,295.75,10.09,49.51,24.99,12.37,12.62,7.87,12.6,1157.01,5.02,9.03,220,0,0,656.22,1250.98,1540.57,33.45,411
01.07.2023 10:00:00,981.66,21.29,296,9.93,48.25,25.36,12.23,13.12,7.79,12.46,1155.96,5.87,10.01,222.2,0,0,738.74,1418.89,1577.85,33.6,411.4
01.07.2023 10:10:00,981.6,21.24,295.96,10.11,48.98,25.28,12.38,12.9,7.88,12.61,1156.02,6.15,8.39,223.7,0,0,519.09,1007.52,1550.17,33.73,411.3
01.07.2023 10:20:00,981.54,21.21,295.93,10.21,49.42,25.23,12.47,12.76,7.94,12.7,1156.02,5.37,9.13,202.5,0,0,627.1,1202.45,1566.27,33.78,411.6
01.07.2023 10:30:00,981.43,21.31,296.04,10.1,48.75,25.39,12.38,13.01,7.88,12.61,1155.54,6.33,9.79,210.1,0,0,608.04,1176.57,1789.9,33.79,411.8
01.07.2023 10:40:00,981.36,21.81,296.55,9.94,46.78,26.18,12.25,13.93,7.8,12.48,1153.56,5.91,9.4,216.5,0,0,840.03,1604.25,1944.36,33.77,412.1
01.07.2023 10:50:00,981.18,22.15,296.91,9.52,44.53,26.72,11.9,14.82,7.58,12.13,1152.17,7.15,10.51,206.9,0,0,832.32,1570.04,1898.27,33.79,412.5
01.07.2023 11:00:00,981.08,22.18,296.95,9.37,44.01,26.77,11.78,14.99,7.5,12.01,1151.99,5.75,8.76,213.5,0,0,786.25,1507.88,1876.05,33.86,412.8
01.07.2023 11:10:00,980.96,22.05,296.83,9.56,44.94,26.56,11.94,14.63,7.6,12.17,1152.29,6.95,9.33,213.3,0,0,588.26,1140.99,2034.68,33.95,413.5
01.07.2023 11:20:00,980.85,22.06,296.85,9.91,45.99,26.58,12.22,14.36,7.79,12.46,1151.99,5.92,9.17,215.4,0,0,685.25,1316.97,1976.07,34.01,413.5
01.07.2023 11:30:00,980.73,22.13,296.93,10.17,46.58,26.69,12.43,14.26,7.92,12.68,1151.48,6.67,9.93,201.7,0,0,685.03,1325.74,1537.04,34.02,413.2
01.07.2023 11:40:00,980.68,22.28,297.08,10.29,46.53,26.94,12.53,14.4,7.99,12.78,1150.8,5.64,8.04,208,0,0,613.59,1180.33,1829.76,34,412.9
01.07.2023 11:50:00,980.56,22.61,297.43,9.8,44.14,27.48,12.13,15.35,7.73,12.37,1149.55,6.47,11.45,209.4,0,0,833.9,1603.88,2128.7,34.01,412.9
01.07.2023 12:00:00,980.49,22.69,297.51,9.58,43.28,27.62,11.95,15.66,7.62,12.19,1149.24,5.83,8.94,215.9,0,0,530.31,1022.67,1225.99,34.07,412.7
01.07.2023 12:10:00,980.31,22.71,297.55,9.54,43.12,27.65,11.92,15.73,7.6,12.16,1148.96,7.52,10.66,210.9,0,0,615.57,1191.89,1688.94,34.13,412.8
01.07.2023 12:20:00,980.29,22.76,297.6,9.59,43.12,27.73,11.96,15.77,7.62,12.2,1148.73,5.77,10.33,220.3,0,0,675.01,1320.64,2157.15,34.15,412.6
01.07.2023 12:30:00,980.18,22.96,297.81,9.23,41.59,28.07,11.67,16.4,7.44,11.91,1147.95,8.25,12.28,207.5,0,0,633.78,1236.2,1908.47,34.17,413.3
01.07.2023 12:40:00,980.08,22.98,297.84,9.24,41.56,28.11,11.68,16.42,7.45,11.92,1147.75,7.68,10.76,207,0,0,1003,1915.33,2283.19,34.18,413
01.07.2023 12:50:00,979.96,23.31,298.18,9.2,40.64,28.67,11.65,17.02,7.43,11.89,1146.34,7.91,11.57,212.7,0,0,804.04,1537.27,1884.76,34.21,412.6
01.07.2023 13:00:00,979.94,23.36,298.23,9.23,40.6,28.76,11.68,17.08,7.44,11.91,1146.12,5.5,8.98,217.6,0,0,467.12,898.68,1253.25,34.3,412.3
01.07.2023 13:10:00,979.88,23.3,298.18,8.93,39.92,28.65,11.44,17.22,7.29,11.67,1146.38,7.55,10.72,209.3,0,0,566.16,1097.33,1801.26,34.39,412.4
01.07.2023 13:20:00,979.82,23.23,298.11,9.2,40.83,28.53,11.65,16.88,7.43,11.89,1146.49,6.21,8.95,210,0,0,452.13,875.58,918.92,34.45,412
01.07.2023 13:30:00,979.78,23.23,298.12,9.23,40.92,28.53,11.68,16.86,7.45,11.92,1146.43,6.98,10.94,206.6,0,0,483.78,943.35,1040.77,34.49,412.1
01.07.2023 13:40:00,979.75,23.26,298.15,9.25,40.9,28.58,11.69,16.89,7.46,11.93,1146.27,7.27,10.08,216.1,0,0,416.78,806.87,934.56,34.49,412
01.07.2023 13:50:00,979.69,23.25,298.14,9.36,41.23,28.57,11.78,16.79,7.51,12.02,1146.2,7.17,10.28,212.3,0,0,538.64,1056.02,1541.62,34.46,412
01.07.2023 14:00:00,979.73,23.42,298.31,9.58,41.41,28.86,11.95,16.91,7.62,12.2,1145.51,6.47,9.39,219.4,0,0,417.85,824.92,1151.92,34.42,411.8
01.07.2023 14:10:00,979.66,23.27,298.17,9.59,41.82,28.6,11.96,16.64,7.63,12.21,1146.01,7.19,10.62,215,0,0,439.09,865.09,1380.22,34.4,411.5
01.07.2023 14:20:00,979.66,23.25,298.15,9.84,42.58,28.57,12.16,16.4,7.76,12.42,1145.99,6.47,9.95,215.1,0,0,399.4,790.86,992.24,34.37,411.4
01.07.2023 14:30:00,979.65,23.14,298.04,10.06,43.5,28.38,12.34,16.03,7.88,12.6,1146.33,5.7,9.23,220.3,0,0,641.38,1260.04,2319,34.32,411.3
01.07.2023 14:40:00,979.52,23.43,298.34,9.98,42.52,28.88,12.28,16.6,7.83,12.54,1145.08,6.54,9.6,211.9,0,0,801.92,1544.9,2242.55,34.3,411
01.07.2023 14:50:00,979.47,23.42,298.33,10.12,42.93,28.86,12.39,16.47,7.91,12.65,1145.01,7.23,10.81,214.5,0,0,572.7,1102.54,1661.62,34.39,410.6
01.07.2023 15:00:00,979.43,23.06,297.98,10.22,44.18,28.24,12.48,15.76,7.96,12.74,1146.32,7.25,9.69,205.3,0,0,356.37,696.5,840.39,34.51,411
01.07.2023 15:10:00,979.42,22.79,297.71,10.32,45.2,27.78,12.56,15.23,8.01,12.82,1147.32,7.2,10.59,209.9,0,0,338.92,661.59,752.15,34.54,411.5
01.07.2023 15:20:00,979.45,22.86,297.77,10.7,46.16,27.9,12.88,15.02,8.22,13.15,1146.94,5.22,8.76,209.3,0,0,459.43,900.05,1054.25,34.47,410.7
01.07.2023 15:30:00,979.43,23.03,297.95,11.01,46.65,28.19,13.15,15.04,8.39,13.43,1146.14,6.07,9.76,215.6,0,0,328.51,644.72,861.22,34.39,410.4
01.07.2023 15:40:00,979.41,22.9,297.82,11.16,47.5,27.97,13.29,14.68,8.48,13.56,1146.56,5.82,9.65,213.6,0,0,405.31,796.96,1096.77,34.33,410.4
01.07.2023 15:50:00,979.43,22.68,297.59,11.18,48.21,27.6,13.31,14.29,8.49,13.59,1147.42,6.9,14.11,212.4,0,0,346.48,681.42,812.68,34.27,410.4
01.07.2023 16:00:00,979.59,22.27,297.17,11.69,51.12,26.92,13.76,13.16,8.78,14.05,1149,6.12,9.1,216.5,0,0,254.25,503.83,565.13,34.19,411.1
01.07.2023 16:10:00,979.69,21.89,296.78,11.79,52.67,26.3,13.85,12.45,8.84,14.14,1150.56,5.17,8.36,218,0,0,188,375.3,409.86,34.04,411.8
01.07.2023 16:20:00,979.62,21.84,296.73,11.93,53.3,26.22,13.98,12.25,8.92,14.27,1150.62,4.01,7.77,220.1,0,0,221.3,445.34,489.86,33.86,411.5
01.07.2023 16:30:00,979.56,21.8,296.7,11.76,52.85,26.16,13.83,12.33,8.83,14.11,1150.77,6.11,9.13,221,0,0,225.18,452.32,496.86,33.69,411.2
01.07.2023 16:40:00,979.55,21.61,296.51,11.99,54.27,25.86,14.03,11.83,8.96,14.33,1151.41,5.53,10.45,214.6,0,0,202.65,409.74,479.52,33.51,411.5
01.07.2023 16:50:00,979.57,21.48,296.37,12.34,55.99,25.65,14.36,11.29,9.17,14.66,1151.79,5.57,8.87,214.5,0,0,190.88,386.3,483.39,33.32,411.6
01.07.2023 17:00:00,979.64,21.22,296.11,12.5,57.48,25.25,14.51,10.74,9.27,14.81,1152.82,4.6,6.56,214.3,0,0,88.99,182.04,240.04,33.12,412.2
01.07.2023 17:10:00,979.74,20.89,295.77,12.58,58.97,24.74,14.59,10.15,9.32,14.89,1154.2,5.93,9.82,219.8,0,0,104.77,219.33,242.62,32.9,412.7
01.07.2023 17:20:00,979.87,20.24,295.1,13.09,63.48,23.77,15.09,8.68,9.63,15.4,1156.69,6.52,10.31,220.6,0,0,125.28,258.65,274.57,32.67,412.9
01.07.2023 17:30:00,979.74,19.74,294.61,13.22,66.03,23.05,15.22,7.83,9.72,15.53,1158.45,6.8,10.06,219.4,0,0,179.59,362.69,473.75,32.39,412.4
01.07.2023 17:40:00,979.67,19.92,294.8,13.27,65.51,23.3,15.27,8.04,9.75,15.58,1157.63,6.23,8.45,215.4,0,0,356.31,700.56,984.64,32.1,411.8
01.07.2023 17:50:00,979.66,20.22,295.1,13.31,64.45,23.74,15.3,8.44,9.77,15.62,1156.42,5.28,7.78,210,0,0,218.21,430.66,531.17,31.85,411.5
01.07.2023 18:00:00,979.69,20.32,295.2,13.28,63.96,23.89,15.28,8.61,9.76,15.6,1156.07,4.67,7.1,217.3,0,0,158.08,317,354.14,31.7,411.2
01.07.2023 18:10:00,979.71,20.3,295.18,13.27,63.97,23.86,15.26,8.6,9.75,15.58,1156.18,5.25,8.54,215.4,0,0,113.05,231.91,262.5,31.59,411.5
01.07.2023 18:20:00,979.73,20.15,295.02,13.14,64.04,23.64,15.14,8.5,9.67,15.45,1156.85,6.2,9.09,216.9,0,0,87.48,179.09,230.54,31.47,411.5
01.07.2023 18:30:00,979.85,20.03,294.89,13.13,64.48,23.46,15.13,8.33,9.66,15.44,1157.47,5.55,8.87,222.4,0,0,41.11,86.39,130.08,31.32,412
01.07.2023 18:40:00,979.93,19.88,294.73,13.14,65.09,23.25,15.13,8.12,9.66,15.44,1158.16,4.09,7.89,220.8,0,0,30.9,65.92,79.61,31.14,412.3
01.07.2023 18:50:00,980.02,19.77,294.62,13.35,66.46,23.09,15.34,7.74,9.8,15.66,1158.61,4.31,7.24,214.4,0,290,27.1,62.7,70.68,30.94,412.6
01.07.2023 19:00:00,980.15,19.18,294.01,13.94,71.63,22.26,15.94,6.31,10.18,16.27,1160.83,4.17,7.01,226.5,0,170,21.17,53.9,57.49,30.73,413.1
01.07.2023 19:10:00,980.37,18.02,292.83,14.69,80.9,20.7,16.74,3.95,10.69,17.08,1165.36,3.49,6.56,239.1,0.3,600,17.21,46.14,57.46,30.45,413.7
01.07.2023 19:20:00,980.4,16.81,291.61,15.26,90.6,19.17,17.37,1.8,11.1,17.72,1169.97,1.42,3.01,240.9,0.7,600,16.09,39.47,49,30.12,414.7
01.07.2023 19:30:00,980.38,16.29,291.08,15.59,95.6,18.55,17.73,0.82,11.33,18.09,1171.88,1.07,2.72,248.2,0.4,600,20.72,45.86,53.99,29.76,415.2
01.07.2023 19:40:00,980.43,16.16,290.95,15.65,96.8,18.4,17.81,0.59,11.38,18.16,1172.44,1.35,3.22,214.4,0.4,600,14.61,32.47,35.27,29.42,415.6
01.07.2023 19:50:00,980.46,16.17,290.96,15.68,96.9,18.41,17.84,0.57,11.39,18.19,1172.42,1.86,4.41,207,0.2,600,14.39,30.36,33.4,29.11,415.9
01.07.2023 20:00:00,980.4,16.21,291,15.73,97,18.46,17.9,0.55,11.44,18.26,1172.15,2.57,4,209.3,0.2,600,10.72,22.98,26.26,28.82,416.2
01.07.2023 20:10:00,980.35,16.15,290.95,15.74,97.4,18.39,17.91,0.48,11.44,18.27,1172.34,2.67,4.19,198,0,350,6.05,14.7,17.94,28.55,415.5
01.07.2023 20:20:00,980.28,16.17,290.97,15.76,97.4,18.41,17.93,0.48,11.46,18.29,1172.16,2.81,4.69,197.9,0,0,3.3,8.58,11.5,28.28,416.4
01.07.2023 20:30:00,980.26,16.28,291.09,15.67,96.2,18.54,17.83,0.7,11.39,18.19,1171.73,2.96,4.35,194.5,0,0,1.93,3.73,5.88,28.04,416.4
01.07.2023 20:40:00,980.33,16.26,291.06,15.69,96.4,18.51,17.85,0.67,11.4,18.21,1171.89,2.85,3.77,196.6,0,260,1.04,1.54,2.2,27.83,417.2
01.07.2023 20:50:00,980.3,16.24,291.04,15.72,96.7,18.49,17.88,0.61,11.42,18.24,1171.92,3.05,3.94,205.9,0,260,0.67,0,0,27.67,418.9
01.07.2023 21:00:00,980.4,16.19,290.98,15.68,96.8,18.43,17.84,0.59,11.4,18.2,1172.26,3.02,3.91,206.7,0,330,0.06,0,0,27.53,419.2
01.07.2023 21:10:00,980.49,16.32,291.11,15.62,95.6,18.59,17.77,0.82,11.35,18.12,1171.88,2.56,3.59,197.4,0,0,0,0,0,27.42,419.5
01.07.2023 21:20:00,980.46,16.41,291.2,15.57,94.8,18.69,17.72,0.97,11.32,18.07,1171.5,2.72,3.77,202.5,0,0,0,0,0,27.32,419.8
01.07.2023 21:30:00,980.45,16.47,291.26,15.5,94,18.76,17.64,1.13,11.27,17.99,1171.28,2.97,3.76,201.6,0,150,0,0,0,27.24,419.5
01.07.2023 21:40:00,980.43,16.44,291.23,15.52,94.3,18.73,17.66,1.07,11.28,18.01,1171.37,2.81,3.76,204.2,0,30,0,0,0,27.17,420.3
01.07.2023 21:50:00,980.38,16.41,291.21,15.53,94.5,18.69,17.66,1.03,11.28,18.02,1171.43,2.96,3.46,204.9,0,50,0,0,0,27.11,420.7
01.07.2023 22:00:00,980.35,16.35,291.15,15.55,95,18.62,17.69,0.93,11.3,18.04,1171.62,3.15,3.87,202.6,0,110,0,0,0,27.05,422
01.07.2023 22:10:00,980.37,16.44,291.24,15.47,94,18.73,17.6,1.12,11.25,17.96,1171.32,3.49,4.64,211.8,0,550,0,0,0,27,421
01.07.2023 22:20:00,980.43,16.35,291.14,15.63,95.5,18.62,17.78,0.84,11.36,18.14,1171.68,2.9,3.9,207.8,0,600,0,0,0,26.94,423.4
01.07.2023 22:30:00,980.53,16.31,291.09,15.52,95.1,18.57,17.66,0.91,11.28,18.01,1172.01,2.67,4.27,216.5,0,110,0,0,0,26.89,421.7
01.07.2023 22:40:00,980.54,16.4,291.18,15.5,94.4,18.68,17.63,1.05,11.26,17.98,1171.68,2.15,3.22,215.3,0,0,0,0,0,26.86,421.5
01.07.2023 22:50:00,980.48,16.39,291.18,15.57,94.9,18.67,17.72,0.95,11.32,18.07,1171.61,2.42,3.78,200.6,0,40,0,0,0,26.86,423.4
01.07.2023 23:00:00,980.41,16.29,291.08,15.52,95.2,18.55,17.66,0.89,11.28,18.01,1171.95,3.24,4.35,209.2,0,560,0,0,0,26.86,424
01.07.2023 23:10:00,980.44,16.28,291.07,15.45,94.8,18.54,17.57,0.96,11.23,17.93,1172.07,2.99,4.26,217.9,0,110,0,0,0,26.85,423.1
01.07.2023 23:20:00,980.48,16.34,291.13,15.37,94,18.61,17.49,1.12,11.17,17.84,1171.91,3.02,4.78,223.2,0,240,0,0,0,26.83,422.4
01.07.2023 23:30:00,980.5,16.41,291.2,15.38,93.6,18.69,17.5,1.2,11.17,17.84,1171.65,2.62,4.34,225.9,0,110,0,0,0,26.81,422.3
01.07.2023 23:40:00,980.54,16.42,291.2,15.35,93.4,18.7,17.47,1.23,11.16,17.82,1171.67,2.88,4.55,228.4,0,340,0,0,0,26.8,422.7
01.07.2023 23:50:00,980.59,16.4,291.18,15.35,93.5,18.68,17.47,1.21,11.15,17.81,1171.81,2.53,3.83,226.8,0,220,0,0,0,26.79,423.1
02.07.2023 00:00:00,980.56,16.42,291.2,15.39,93.6,18.7,17.51,1.2,11.18,17.85,1171.68,2.74,3.71,225.8,0,80,0,0,0,26.78,423.9
02.07.2023 00:10:00,980.59,16.44,291.22,15.36,93.3,18.73,17.47,1.25,11.16,17.82,1171.65,2.46,4.1,217.4,0,120,0,0,0,26.78,424.9
02.07.2023 00:20:00,980.56,16.57,291.35,15.37,92.6,18.88,17.49,1.4,11.17,17.83,1171.08,2.56,4.37,213.4,0,50,0,0,0,26.77,424.6
02.07.2023 00:30:00,980.56,16.65,291.43,15.38,92.2,18.98,17.5,1.48,11.18,17.85,1170.75,2.23,3.74,217.3,0,40,0,0,0,26.75,424.7
02.07.2023 00:40:00,980.62,16.68,291.46,15.38,92,19.02,17.5,1.52,11.17,17.84,1170.7,2.37,3.61,216.1,0,30,0,0,0,26.76,424.9
02.07.2023 00:50:00,980.6,16.77,291.55,15.36,91.4,19.13,17.48,1.64,11.16,17.83,1170.32,2.73,4.9,210.7,0,140,0,0,0,26.79,424.4
02.07.2023 01:00:00,980.63,16.8,291.58,15.43,91.6,19.16,17.55,1.61,11.21,17.9,1170.2,2.22,4.76,221.4,0,110,0,0,0,26.82,424.5
02.07.2023 01:10:00,980.57,16.7,291.48,15.45,92.3,19.04,17.57,1.47,11.22,17.92,1170.53,1.75,2.73,232.8,0,0,0,0,0,26.85,424.6
